RowNumber,CustomerId,Surname,CreditScore,Country,Gender,Age,Tenure,CustomerFeedback,Balance (EUR),NumberOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited
1986,15627876,Pavlova,719,Spain,Female,47,9,"As a long-standing client of this banking institution, I've always appreciated their commitment to excellence. Recently, however, I had encountered an unexpected situation where funds I'd deposited weren't available as promised. In my moment of panic, I reached out to their customer support department and they surpassed my expectations.

A truly exemplary representative provided immediate assistance, addressing the matter professionally and calmly. The issue was not only acknowledged, but investigated with absolute dedication. They left no stone unturned to locate and release the funds promptly, reassuring me that it was an isolated incident.

Though it could have been a frustrating encounter, their responsive customer service allowed me to realize that minor hiccups do happen, but the bank's resolve to make things right remains steadfast. In conclusion, this minor drawback merely emphasized their unwavering dedication to their clientele, further solidifying my trust and loyalty towards them.",116393.59,1,1,0,63051.32,1
2039,15710743,Onwuamaeze,621,France,Male,47,0,#N/A,0,1,1,1,133831.37,1
2059,15787655,Chu,707,France,Male,47,3,"I had to open a mobile wallet account and was surprised at how simple and fast the process was. The staff kindly guided me through each step, making sure I understood the details. This was a pleasant experience; I feel more comfortable using my mobile wallet now, thanks to their assistance.",0,2,1,0,174303.29,0
2192,15583548,Harrison,525,Spain,Female,47,6,"As a long-standing client of your financial institution, I had no doubts concerning your reliability and support when managing my account. It is with genuine interest that I mention a recent predicament related to a direct deposit that, while anticipated, was delayed in reaching my account. As I received my employer's payroll statement a week before, I expected the deposited funds to appear in my account. On reviewing my bank balance last Friday, the payment appeared to be processing, but it was still unavailable for withdrawal or transactions on Saturday and Sunday, creating financial uncertainty during the weekend.

Given your record of meeting customer expectations, I wanted to make you aware of this inconvenient event and seek clarification. I understand that a plethora of variables could lead to processing delays, however, understanding why such a predicament occurred could contribute significantly in improving my customer experience and trust in the future. Additionally, it would benefit our continued relationship as bank and client if preventative measures and greater support channels are readily available in case this occurs again. As always, your response is deeply appreciated. Thank you.",118560,1,1,0,82522.61,1
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,2,#N/A,118079.47,4,1,1,143007.49,1
2217,15627484,Obielumani,686,France,Female,47,5,"Although initially, I was skeptical about the promotional offers advertised by your bank, I decided to look into the matter in greater detail. Upon thorough research, I managed to decipher the true value behind the ads, and, to my delight, I found it rather compelling. The campaigns promoting both personal loan and credit card offers turned out to be tailored to my needs and personal finance goals. I visited one of your branches, seeking to clear up any lingering doubts and confirm my findings. The staff kindly provided clarification, which erased any existing concerns.

Despite some confusing elements in the advertising, I am grateful to have ultimately understood the enticing benefits provided by the bank. Since my understanding of your bank’s services and their promotional campaigns has increased, I have decided to acquire both the personal loan and the credit card that you are currently promoting. I would like to thank your staff for their prompt and courteous response during our interaction.",113328.93,1,1,0,124170.9,0
2297,15582714,Napolitani,749,Germany,Male,47,9,#N/A,110022.74,1,0,1,135655.29,1
2456,15727490,Scott,661,France,Male,47,5,#N/A,0,1,0,1,107243.31,1
2532,15752300,Sagese,607,Germany,Male,47,4,#N/A,148826.32,1,1,1,79450.61,0
2569,15775905,Moore,612,Germany,Female,47,6,Just found out my bank account has been tampered with and lost quite a significant amount of money. There has been no adequate response from the bank regarding the case despite my complaints and concerns. This kind of thing is highly distressing. Please handle matters such as these with promptitude and do better to safeguard your clients' interests. Such inaction should not be permitted from a reputable banking institution. It's truly appalling.,130024.87,1,1,1,45750.21,1
2595,15787318,Holmwood,537,Germany,Female,47,6,#N/A,103163.35,1,1,0,16259.64,1
2764,15654495,Potter,706,Germany,Female,47,6,#N/A,120621.89,1,1,1,140803.7,0
2896,15646859,Heydon,621,Germany,Male,47,7,#N/A,107363.29,1,1,1,66799.28,0
2904,15728773,Hsieh,568,France,Female,47,7,"Recently, I encountered an advertisement from the bank regarding their newest loan offer, which I found quite perplexing at first glance. However, after speaking with a bank representative, they managed to provide a comprehensive explanation, promptly resolving my confusion.

Not only did they clear up my misunderstanding about the promotional campaign, but they also took their time to break down and discuss each specific aspect of the offer and how it could benefit me in various financial situations. The service provided by the bank personnel was of top-notch quality, making me appreciate the attention to customer satisfaction even more. Their responsiveness and dedication have been quite impressive and left me feeling satisfied with their assistance.

It is an immense relief knowing that whenever I might require further guidance, the bank is there to support and make my financial experience enjoyable and uncomplicated. Highly commendable service and proactive solutions.",0,2,1,1,45978.39,0
2989,15684801,Abbott,689,France,Male,47,1,"In an unfortunate turn of events, I realized my check had gone missing in transit, leading to a considerable amount of stress on my end. Given the significant sum the check represented, I reached out to the bank's customer support for assistance in addressing the situation. Much to my disappointment, I encountered several hurdles during this process.

First and foremost, it was rather arduous to establish contact with the appropriate party, requiring repeated phone calls and email exchanges, not to mention enduring long wait times. This extended the overall duration of the process, intensifying the mounting concern I already felt.

Additionally, when I finally connected with customer service, the representatives failed to express any degree of understanding or compassion for my predicament. Furthermore, I received incomplete and convoluted guidance as to the appropriate steps I should undertake, which proved not only time-consuming but also frustrating.

It goes without saying that I did not foresee myself engaging with the bank under such disconcerting circumstances. My expectations from an esteemed financial institution were far beyond the subpar service and response I experienced. Regrettably, this incident has dealt a substantial blow to my trust and confidence in the bank's capacity to prioritize customer satisfaction.

Hence, I sincerely hope that the management will thoroughly evaluate the present scenario and implement measures to ensure prompt and accurate service for future customers in similar situations, thus minimizing any avoidable distress.",93871.95,3,1,0,156878.42,1
2999,15766289,Dickinson,751,France,Male,47,5,"I would like to commend your team for their remarkable assistance when my check was lost. They efficiently resolved the matter, preventing any financial repercussions for me. Their attention to detail and dedication truly speaks to the caliber of your staff. Thank you for your great service.",142669.93,2,1,0,162760.96,0
3005,15706185,Clements,596,Germany,Male,47,5,#N/A,140187.1,2,1,1,174311.3,0
3011,15619653,Hannaford,666,France,Male,47,2,"It was an incredibly disappointing experience for me with this bank, as I faced a major discrepancy regarding the amounts charged during my last transaction. My confidence in this establishment is beginning to dwindle because of this unfortunate incident. Initially, I thought it was a minor error that could be easily resolved with a swift conversation with customer service; however, their inability to properly address the situation caused me even more aggravation.

When it came to rectifying this crucial matter, their communication and handling of the issue left a lot to be desired. Frankly, it's completely unbecoming of a reputable bank to overlook an incident like this one that has resulted in the inaccurate billing of its customer.

In my many years of dealing with banks and managing financial transactions, this bank has single-handedly proven itself to be far more unprofessional in comparison. They must absolutely reconsider the way they process their customers' accounts and transactions to prevent any further disputes and disappointment.",0,1,1,0,35046.97,1
